key_loja,cod_produto,dt_estoque,qt_estoque,is_ruptura,qtd_vendas,tipo_demanda,qtd_venda_interp,des_estado_franquia,categoria_produto,sub_categoria_produto,linha_produto,vlr_venda_tabelado_mean,qtd_vendas_media_1d,qtd_vendas_mediana_1d,qtd_vendas_max_1d,qtd_vendas_min_1d,qtd_vendas_media_7d,qtd_vendas_mediana_7d,qtd_vendas_max_7d,qtd_vendas_min_7d,qtd_vendas_media_30d,qtd_vendas_mediana_30d,qtd_vendas_max_30d,qtd_vendas_min_30d,qtd_vendas_media_60d,qtd_vendas_mediana_60d,qtd_vendas_max_60d,qtd_vendas_min_60d,media_1d_7d_ratio_qtd_vendas,media_1d_30d_ratio_qtd_vendas,media_1d_60d_ratio_qtd_vendas,media_7d_30d_ratio_qtd_vendas,media_7d_60d_ratio_qtd_vendas,media_30d_60d_ratio_qtd_vendas,mediana_1d_7d_ratio_qtd_vendas,mediana_1d_30d_ratio_qtd_vendas,mediana_1d_60d_ratio_qtd_vendas,mediana_7d_30d_ratio_qtd_vendas,mediana_7d_60d_ratio_qtd_vendas,mediana_30d_60d_ratio_qtd_vendas,max_1d_7d_ratio_qtd_vendas,max_1d_30d_ratio_qtd_vendas,max_1d_60d_ratio_qtd_vendas,max_7d_30d_ratio_qtd_vendas,max_7d_60d_ratio_qtd_vendas,max_30d_60d_ratio_qtd_vendas,min_1d_7d_ratio_qtd_vendas,min_1d_30d_ratio_qtd_vendas,min_1d_60d_ratio_qtd_vendas,min_7d_30d_ratio_qtd_vendas,min_7d_60d_ratio_qtd_vendas,min_30d_60d_ratio_qtd_vendas,vlr_venda_tabelado_mean_media_1d,vlr_venda_tabelado_mean_mediana_1d,vlr_venda_tabelado_mean_max_1d,vlr_venda_tabelado_mean_min_1d,vlr_venda_tabelado_mean_media_7d,vlr_venda_tabelado_mean_mediana_7d,vlr_venda_tabelado_mean_max_7d,vlr_venda_tabelado_mean_min_7d,vlr_venda_tabelado_mean_media_30d,vlr_venda_tabelado_mean_mediana_30d,vlr_venda_tabelado_mean_max_30d,vlr_venda_tabelado_mean_min_30d,vlr_venda_tabelado_mean_media_60d,vlr_venda_tabelado_mean_mediana_60d,vlr_venda_tabelado_mean_max_60d,vlr_venda_tabelado_mean_min_60d,media_1d_7d_ratio_vlr_venda_tabelado_mean,media_1d_30d_ratio_vlr_venda_tabelado_mean,media_1d_60d_ratio_vlr_venda_tabelado_mean,media_7d_30d_ratio_vlr_venda_tabelado_mean,media_7d_60d_ratio_vlr_venda_tabelado_mean,media_30d_60d_ratio_vlr_venda_tabelado_mean,mediana_1d_7d_ratio_vlr_venda_tabelado_mean,mediana_1d_30d_ratio_vlr_venda_tabelado_mean,mediana_1d_60d_ratio_vlr_venda_tabelado_mean,mediana_7d_30d_ratio_vlr_venda_tabelado_mean,mediana_7d_60d_ratio_vlr_venda_tabelado_mean,mediana_30d_60d_ratio_vlr_venda_tabelado_mean,max_1d_7d_ratio_vlr_venda_tabelado_mean,max_1d_30d_ratio_vlr_venda_tabelado_mean,max_1d_60d_ratio_vlr_venda_tabelado_mean,max_7d_30d_ratio_vlr_venda_tabelado_mean,max_7d_60d_ratio_vlr_venda_tabelado_mean,max_30d_60d_ratio_vlr_venda_tabelado_mean,min_1d_7d_ratio_vlr_venda_tabelado_mean,min_1d_30d_ratio_vlr_venda_tabelado_mean,min_1d_60d_ratio_vlr_venda_tabelado_mean,min_7d_30d_ratio_vlr_venda_tabelado_mean,min_7d_60d_ratio_vlr_venda_tabelado_mean,min_30d_60d_ratio_vlr_venda_tabelado_mean,qt_estoque_media_1d,qt_estoque_mediana_1d,qt_estoque_max_1d,qt_estoque_min_1d,qt_estoque_media_7d,qt_estoque_mediana_7d,qt_estoque_max_7d,qt_estoque_min_7d,qt_estoque_media_30d,qt_estoque_mediana_30d,qt_estoque_max_30d,qt_estoque_min_30d,qt_estoque_media_60d,qt_estoque_mediana_60d,qt_estoque_max_60d,qt_estoque_min_60d,media_1d_7d_ratio_qt_estoque,media_1d_30d_ratio_qt_estoque,media_1d_60d_ratio_qt_estoque,media_7d_30d_ratio_qt_estoque,media_7d_60d_ratio_qt_estoque,media_30d_60d_ratio_qt_estoque,mediana_1d_7d_ratio_qt_estoque,mediana_1d_30d_ratio_qt_estoque,mediana_1d_60d_ratio_qt_estoque,mediana_7d_30d_ratio_qt_estoque,mediana_7d_60d_ratio_qt_estoque,mediana_30d_60d_ratio_qt_estoque,max_1d_7d_ratio_qt_estoque,max_1d_30d_ratio_qt_estoque,max_1d_60d_ratio_qt_estoque,max_7d_30d_ratio_qt_estoque,max_7d_60d_ratio_qt_estoque,max_30d_60d_ratio_qt_estoque,min_1d_7d_ratio_qt_estoque,min_1d_30d_ratio_qt_estoque,min_1d_60d_ratio_qt_estoque,min_7d_30d_ratio_qt_estoque,min_7d_60d_ratio_qt_estoque,min_30d_60d_ratio_qt_estoque,day_of_the_week
44312,3,77690,2024-03-12,45.0,0,1.0,Intermittent,1.0,GO,217.0,422944,390554,209.7,0.0,0.0,0.0,0.0,0.7142857142857143,1.0,2.0,0.0,0.26666666666666666,0.0,2.0,0.0,,,,,0.0,0.0,,2.678571428571429,,,0.0,,,inf,,,0.0,0.0,,1.0,,,,,,,,,209.7,209.7,209.7,209.7,221.6785714285714,209.7,314.54999999999995,188.7,196.39499999999998,188.7,314.54999999999995,188.7,197.26499999999996,188.7,471.75,188.7,0.9459642339294346,1.067746123882991,1.0630370314044562,1.1287383661934949,1.1237602789576024,0.9955896889970346,1.0,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.0,0.6666666666666667,0.6666666666666667,0.4445151033386327,1.0,0.666772655007949,0.666772655007949,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.0,1.0,1.0,46.0,46.0,46.0,46.0,49.42857142857143,50.0,53.0,46.0,54.13333333333333,55.0,58.0,46.0,41.6,53.5,59.0,0.0,0.9306358381502889,0.8497536945812808,1.1057692307692308,0.9130893736805067,1.1881868131868132,1.3012820512820513,0.92,0.8363636363636363,0.8598130841121495,0.9090909090909091,0.9345794392523364,1.02803738317757,0.8679245283018868,0.7931034482758621,0.7796610169491526,0.9137931034482759,0.8983050847457628,0.9830508474576272,1.0,1.0,inf,1.0,inf,inf,1
44317,3,82037,2024-03-12,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,3.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,1
44633,8,49880,2024-03-12,0.0,1,,Intermittent,1.0,MG,217.0,422944,390554,134.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,0.48333333333333334,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.06896551724137931,,,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,,,,,,,1
44879,3,48253,2024-03-13,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,176.39,170.7,341.4,170.7,1.0,1.0,0.967741935483871,1.0,0.967741935483871,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,13.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,2
44938,3,77690,2024-03-13,39.0,0,3.0,Intermittent,3.0,GO,217.0,422944,390554,209.69999999999996,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,2.0,0.0,0.3,0.0,2.0,0.0,,,,,1.1666666666666667,3.3333333333333335,,2.857142857142857,,,1.0,inf,,inf,,,0.5,0.5,,1.0,,,inf,inf,,,,,209.7,209.7,209.7,209.7,224.67857142857142,209.7,314.54999999999995,209.7,197.09499999999997,188.7,314.54999999999995,188.7,197.61499999999998,188.7,471.75,188.7,0.9333333333333333,1.0639539308455315,1.0611542646054197,1.1399506401916408,1.136950997791521,0.9973686208030766,1.0,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.0,0.6666666666666667,0.6666666666666667,0.4445151033386327,1.0,0.666772655007949,0.666772655007949,1.0,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.0,45.0,45.0,45.0,45.0,48.285714285714285,47.0,53.0,45.0,53.7,55.0,58.0,45.0,42.35,53.5,59.0,0.0,0.9319526627218935,0.8379888268156425,1.062573789846517,0.8991753125831338,1.1401585427559453,1.2680047225501772,0.9574468085106383,0.8181818181818182,0.8411214953271028,0.8545454545454545,0.8785046728971962,1.02803738317757,0.8490566037735849,0.7758620689655172,0.7627118644067796,0.9137931034482759,0.8983050847457628,0.9830508474576272,1.0,1.0,inf,1.0,inf,inf,2
44943,3,82037,2024-03-13,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36666666666666664,0.0,3.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,2
45259,8,49880,2024-03-13,0.0,1,,Intermittent,1.0,MG,217.0,422944,390554,134.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,0.48333333333333334,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.06896551724137931,,,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,,,,,,,2
45505,3,48253,2024-03-14,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,176.38999999999996,170.7,341.4,170.7,1.0,1.0,0.9677419354838711,1.0,0.9677419354838711,0.9677419354838711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8833333333333333,0.0,13.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,3
45564,3,77690,2024-03-14,39.0,0,0.0,Intermittent,0.0,GO,217.0,422944,390554,209.69999999999996,3.0,3.0,3.0,3.0,1.1428571428571428,1.0,3.0,0.0,0.4,0.0,3.0,0.0,,,,,2.625,7.5,,2.8571428571428568,,,3.0,inf,,inf,,,1.0,1.0,,1.0,,,inf,inf,,,,,209.69999999999996,209.69999999999996,209.69999999999996,209.69999999999996,224.6785714285714,209.7,314.54999999999995,209.69999999999996,197.795,188.7,314.54999999999995,188.7,197.965,188.7,471.75,188.7,0.9333333333333333,1.0601885790844054,1.0592781552294595,1.1359163347332915,1.1349408806029924,0.9991412623443537,0.9999999999999999,1.1112877583465817,1.1112877583465817,1.1112877583465819,1.1112877583465819,1.0,0.6666666666666666,0.6666666666666666,0.44451510333863264,1.0,0.666772655007949,0.666772655007949,1.0,1.1112877583465817,1.1112877583465817,1.1112877583465817,1.1112877583465817,1.0,39.0,39.0,39.0,39.0,46.285714285714285,46.0,51.0,39.0,53.06666666666667,55.0,58.0,39.0,43.0,53.5,59.0,0.0,0.8425925925925926,0.7349246231155778,0.9069767441860465,0.8722182340272792,1.0764119601328903,1.234108527131783,0.8478260869565217,0.7090909090909091,0.7289719626168224,0.8363636363636363,0.8598130841121495,1.02803738317757,0.7647058823529411,0.6724137931034483,0.6610169491525424,0.8793103448275862,0.864406779661017,0.9830508474576272,1.0,1.0,inf,1.0,inf,inf,3
45569,3,82037,2024-03-14,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31666666666666665,0.0,3.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,3
45885,8,49880,2024-03-14,0.0,1,,Intermittent,1.0,MG,217.0,422944,390554,134.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,0.48333333333333334,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.06896551724137931,,,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,,,,,,,3
46131,3,48253,2024-03-15,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,176.39,170.7,341.4,170.7,1.0,1.0,0.967741935483871,1.0,0.967741935483871,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,13.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,4
46190,3,77690,2024-03-15,39.0,0,2.0,Intermittent,2.0,GO,217.0,422944,390554,209.7,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.36666666666666664,0.0,3.0,0.0,,,,,0.0,0.0,,2.7272727272727275,,,0.0,,,inf,,,0.0,0.0,,1.0,,,,,,,,,209.69999999999996,209.69999999999996,209.69999999999996,209.69999999999996,224.6785714285714,209.7,314.54999999999995,209.69999999999996,198.495,188.7,314.54999999999995,188.7,198.315,188.7,471.75,188.7,0.9333333333333333,1.0564497846293355,1.057408668028137,1.1319104835314309,1.1329378586015753,1.0009076469253462,0.9999999999999999,1.1112877583465817,1.1112877583465817,1.1112877583465819,1.1112877583465819,1.0,0.6666666666666666,0.6666666666666666,0.44451510333863264,1.0,0.666772655007949,0.666772655007949,1.0,1.1112877583465817,1.1112877583465817,1.1112877583465817,1.1112877583465817,1.0,39.0,39.0,39.0,39.0,44.57142857142857,46.0,50.0,39.0,52.43333333333333,54.5,57.0,39.0,43.65,53.5,59.0,0.0,0.875,0.7438016528925621,0.8934707903780069,0.8500590318772137,1.021109474717722,1.201221840397098,0.8478260869565217,0.7155963302752294,0.7289719626168224,0.8440366972477065,0.8598130841121495,1.0186915887850467,0.78,0.6842105263157895,0.6610169491525424,0.8771929824561403,0.847457627118644,0.9661016949152542,1.0,1.0,inf,1.0,inf,inf,4
46195,3,82037,2024-03-15,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,3.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,4
46511,8,49880,2024-03-15,0.0,1,,Intermittent,1.0,MG,217.0,422944,390554,134.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,0.43333333333333335,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.07692307692307691,,,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,,,,,,,4
46757,3,48253,2024-03-16,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,176.39,170.7,341.4,170.7,1.0,1.0,0.967741935483871,1.0,0.967741935483871,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,13.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,5
46816,3,77690,2024-03-16,36.0,0,1.0,Intermittent,1.0,GO,217.0,422944,390554,209.7,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,0.43333333333333335,0.0,3.0,0.0,,,,,2.0,4.615384615384615,,2.3076923076923075,,,2.0,inf,,inf,,,0.6666666666666666,0.6666666666666666,,1.0,,,inf,inf,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.69999999999996,199.195,188.7,314.54999999999995,188.7,198.665,188.7,471.75,188.7,1.0,1.0527372675016944,1.0555457680014093,1.0527372675016944,1.0555457680014093,1.0026678076158357,1.0,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.0,1.0,0.6666666666666667,0.4445151033386327,0.6666666666666667,0.4445151033386327,0.666772655007949,1.0000000000000002,1.1112877583465819,1.1112877583465819,1.1112877583465817,1.1112877583465817,1.0,39.0,39.0,39.0,39.0,43.0,45.0,47.0,39.0,51.833333333333336,53.5,57.0,39.0,44.3,53.5,59.0,0.0,0.9069767441860465,0.7524115755627009,0.8803611738148984,0.8295819935691318,0.9706546275395035,1.1700526711813395,0.8666666666666667,0.7289719626168224,0.7289719626168224,0.8411214953271028,0.8411214953271028,1.0,0.8297872340425532,0.6842105263157895,0.6610169491525424,0.8245614035087719,0.7966101694915254,0.9661016949152542,1.0,1.0,inf,1.0,inf,inf,5
46821,3,82037,2024-03-16,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21666666666666667,0.0,2.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,5
47137,8,49880,2024-03-16,0.0,1,,Intermittent,1.0,MG,217.0,422944,390554,134.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,0.38333333333333336,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.08695652173913043,,,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,,,,,,,5
47383,3,48253,2024-03-17,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,176.39,170.7,341.4,170.7,1.0,1.0,0.967741935483871,1.0,0.967741935483871,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2333333333333334,0.0,13.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,6
47442,3,77690,2024-03-17,35.0,0,0.0,Intermittent,0.0,GO,217.0,422944,390554,209.7,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.4666666666666667,0.0,3.0,0.0,,,,,1.0,2.142857142857143,,2.142857142857143,,,1.0,inf,,inf,,,0.3333333333333333,0.3333333333333333,,1.0,,,inf,inf,,,,,209.7,209.7,209.7,209.7,209.69999999999996,209.7,209.7,209.69999999999996,199.89499999999998,188.7,314.54999999999995,188.7,199.01499999999996,188.7,471.75,188.7,1.0000000000000002,1.0490507516446135,1.0536894203954477,1.0490507516446133,1.0536894203954477,1.004421777252971,1.0,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.0,1.0,0.6666666666666667,0.4445151033386327,0.6666666666666667,0.4445151033386327,0.666772655007949,1.0000000000000002,1.1112877583465819,1.1112877583465819,1.1112877583465817,1.1112877583465817,1.0,36.0,36.0,36.0,36.0,41.42857142857143,39.0,46.0,36.0,51.13333333333333,53.0,57.0,36.0,44.9,53.5,59.0,0.0,0.8689655172413793,0.7040417209908736,0.801781737193764,0.8102067424101322,0.9226853324848872,1.1388270230141055,0.9230769230769231,0.6792452830188679,0.6728971962616822,0.7358490566037735,0.7289719626168224,0.9906542056074766,0.782608695652174,0.631578947368421,0.6101694915254238,0.8070175438596491,0.7796610169491526,0.9661016949152542,1.0,1.0,inf,1.0,inf,inf,6
47447,3,82037,2024-03-17,0.0,1,,Intermittent,1.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18333333333333332,0.0,2.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,6
47763,8,49880,2024-03-17,0.0,1,,Intermittent,1.0,MG,217.0,422944,390554,134.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,6
48009,3,48253,2024-03-18,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,176.39,170.7,341.4,170.7,1.0,1.0,0.967741935483871,1.0,0.967741935483871,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0166666666666666,0.0,13.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,0
48068,3,77690,2024-03-18,35.0,0,1.0,Intermittent,1.0,GO,217.0,422944,390554,209.7,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.4666666666666667,0.0,3.0,0.0,,,,,0.0,0.0,,2.142857142857143,,,0.0,,,inf,,,0.0,0.0,,1.0,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.69999999999996,200.59499999999997,188.7,314.54999999999995,188.7,199.36499999999998,188.7,471.75,188.7,1.0,1.0453899648545577,1.051839590700474,1.0453899648545577,1.051839590700474,1.0061695884433075,1.0,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.1112877583465819,1.0,1.0,0.6666666666666667,0.4445151033386327,0.6666666666666667,0.4445151033386327,0.666772655007949,1.0000000000000002,1.1112877583465819,1.1112877583465819,1.1112877583465817,1.1112877583465817,1.0,35.0,35.0,35.0,35.0,39.857142857142854,39.0,46.0,35.0,50.4,53.0,57.0,35.0,45.483333333333334,53.5,59.0,0.0,0.878136200716846,0.6944444444444444,0.7695126419934042,0.7908163265306122,0.8763021514945296,1.108098204470502,0.8974358974358975,0.660377358490566,0.6542056074766355,0.7358490566037735,0.7289719626168224,0.9906542056074766,0.7608695652173914,0.6140350877192983,0.5932203389830508,0.8070175438596491,0.7796610169491526,0.9661016949152542,1.0,1.0,inf,1.0,inf,inf,0
